ACTH's:ACT,H's
Kabuli:Kabul,i
Kafirs:Ka,firs
Kalama:Ka,lama
Kalb's:K,alb's
Kaleva:Ka,leva
Kali's:Ka,li's
Kalida:Kali,da
Kama's:Ka,ma's
Kanaka:Kan,aka
Kanaks:Kanak,s
Kanona:Ka,nona
Kanosh:Ka,nosh
Kanpur:Kan,pur
Kansan:Kan,san
Kansas:Kans,as
Kant's:K,ant's
Kapaau:Kapaa,u
Karens:Karen,s
Kariba:Kari,ba
Karina:Kari,na
Karlin:Karl,in
Karmas:Karma,s
Karoos:Ka,roos
Karval:K,arval
Kashan:Ka,shan
Kate's:Ka,te's
Kaycee:Kay,cee
Kaye's:K,aye's
Kaylor:Kay,lor
Kazakh:Kazak,h
Kazaks:Kazak,s
Keenes:Keene,s
Kell's:K,ell's
Keller:Kell,er
Kellie:Kelli,e
Kempis:Kemp,is
Kendal:Ken,dal
Kennan:Kenna,n
Kennet:Ken,net
Kenova:Ken,ova
Kensal:Ken,sal
Kentia:K,entia
Kenton:Ken,ton
Kenvil:Ken,vil
Kenyan:Kenya,n
Kenyon:Ken,yon
Kesley:Kes,ley
Kewpie:Kew,pie
Keymar:Key,mar
Keyser:Key,ser
Khalid:K,halid
Khmers:Khmer,s
Kibeis:Kibei,s
Kidder:Kid,der
Kiefer:Kief,er
Kieler:Kiel,er
Kievan:Kiev,an
Kila's:Ki,la's
Kilims:Kilim,s
Killen:Kill,en
Kimper:K,imper
Kinder:Kinde,r
Kiowas:Kiowa,s
Kipton:Kip,ton
Kirkby:Kirk,by
Kirman:Kir,man
Kirsch:Kir,sch
Kirsty:Kir,sty
Kirvin:Kir,vin
Kirwin:Kir,win
Klemme:K,lemme
Knight:K,night
Knuths:Knuth,s
Kochab:Koch,ab
Kodaks:Kodak,s
Kohler:Kohl,er
Kongos:Kong,os
Korans:Koran,s
Korats:Korat,s
Korean:Korea,n
Kosice:Kos,ice
Kovars:Kovar,s
Kraken:Kra,ken
Krakow:Krak,ow
Krauts:Kra,uts
Krista:Kris,ta
Kristi:Kris,ti
Kroc's:K,roc's
Kroger:K,roger
Kruger:Kru,ger
Krum's:K,rum's
Kruman:Kru,man
Kurten:Kurt,en
Kurtis:Kurt,is
Kymric:Kymri,c
Kynars:Kynar,s
Kyries:Kyrie,s
Laager:La,ager
Labolt:La,bolt
Lacamp:La,camp
Laclos:La,clos
Lacona:Lacon,a
Ladies:La,dies
Ladino:La,dino
Ladins:La,dins
Ladora:La,dora
Lahore:La,hore
Laings:Laing,s
Lajose:Lajos,e
Lalage:Lala,ge
Laloma:La,loma
Lamaze:L,amaze
Lamesa:La,mesa
Lamiae:Lamia,e
Lamian:Lamia,n
Lamias:L,amias
Lammas:Lam,mas
Lana's:L,ana's
Lanark:La,nark
Landau:Landa,u
Lander:Land,er
Landes:Land,es
Landon:Land,on
Landor:Land,or
Langer:L,anger
Laotto:La,otto
Lapeer:La,peer
Lapine:La,pine
Lapith:La,pith
Laquey:La,quey
Laredo:La,redo
Larkin:Lar,kin
Larned:Lar,ned
Larose:L,arose
Larsen:Lar,sen
Larson:L,arson
Lasker:L,asker
Latham:Lat,ham
Latina:Latin,a
Latino:Latin,o
Latins:La,tins
Latona:Laton,a
Latour:La,tour
Latvia:Lat,via
Lauder:Laud,er
Laurie:Lauri,e
Laurus:La,urus
Lavina:La,vina
Laward:L,award
Lawley:Law,ley
Lawson:Law,son
Lawton:Law,ton
Layard:La,yard
Leaday:Lea,day
Leakey:Lea,key
Leanna:Le,anna
Leanne:Lean,ne
Lear's:L,ear's
Leavis:Lea,vis
Lebeau:Le,beau
Leburn:Le,burn
Lecoma:Le,coma
Ledger:L,edger
Ledoux:Le,doux
Leedey:Lee,dey
Leeper:Lee,per
Leeton:Lee,ton
Lefors:Lefor,s
Lego's:L,ego's
Legree:Le,gree
Lehi's:Le,hi's
Lehr's:Le,hr's
Leif's:Le,if's
Lela's:Le,la's
Leland:L,eland
Lemars:Le,mars
Leming:Le,ming
Lemmon:Lem,mon
Lemnos:Lem,nos
Lenape:Le,nape
Lenard:Le,nard
Lennon:Len,non
Leno's:Le,no's
Lenoir:Le,noir
Lenora:Len,ora
Lenore:Len,ore
Lenten:Len,ten
Leonel:Leon,el
Leonid:Leo,nid
Leonor:Leo,nor
Lerner:Lerne,r
Lerose:L,erose
Lesage:Le,sage
Lesbos:Les,bos
Lescol:Les,col
Lesley:Le,sley
Leslie:Les,lie
Lesson:Les,son
Lester:L,ester
Leta's:L,eta's
Letart:Le,tart
Lethes:Lethe,s
Letona:Leto,na
Levant:Le,vant
Levine:Le,vine
Levite:L,evite
Levitt:Levit,t
Levkas:Lev,kas
Lexans:Lexa,ns
Lhasas:Lhasa,s
Libava:Lib,ava
Libera:Lib,era
Libran:Li,bran
Libras:Li,bras
Libuse:Lib,use
Libyan:Libya,n
Lidice:Li,dice
Liebig:Lie,big
Lila's:Li,la's
Lilian:Lilia,n
Lilith:Li,lith
Lilium:L,ilium
Lillee:Lille,e
Lima's:Li,ma's
Limeys:Limey,s
Lindon:Lin,don
Lingle:L,ingle
Linn's:L,inn's
Linton:Lin,ton
Lionel:Lion,el
Lipans:Li,pans
Lisboa:Lis,boa
Lisman:Lis,man
Lister:Li,ster
Listie:Lis,tie
Liston:Lis,ton
Litton:Lit,ton
Lizton:Liz,ton
Loafer:Loa,fer
Lodine:Lodi,ne
Loiret:Loire,t
Lometa:Lome,ta
London:Lon,don
Longhi:Long,hi
Lonoke:Lon,oke
Lorado:Lora,do
Lorain:Lora,in
Lorane:Lora,ne
Lorans:Lora,ns
Lorena:Loren,a
Lorene:Loren,e
Lorenz:Loren,z
Lorida:Lori,da
Lottie:Lot,tie
Louann:Lou,ann
Loudon:Lou,don
Louisa:Louis,a
Louise:Louis,e
Lovell:Love,ll
Lowake:Low,ake
Lowden:Low,den
Lowder:Low,der
Lowell:Low,ell
Lowery:Lower,y
Lowman:Low,man
Luanne:Luann,e
Lublin:Lu,blin
Lucian:Lucia,n
Lucite:Lu,cite
Ludell:Lu,dell
Lugers:Lug,ers
Lugoff:Lu,goff
Lugosi:Lugo,si
Luke's:L,uke's
Lula's:Lu,la's
Luling:Lu,ling
Lundas:Lund,as
Lupe's:Lu,pe's
Lushun:Lu,shun
Luther:Luth,er
Lutzes:Lutz,es
Luxora:Lux,ora
Luzern:Luz,ern
Lycian:Lycia,n
Lycras:Lycra,s
Lydian:Lydia,n
Lynden:Lynd,en
Lyndon:Lynd,on
Lysols:Lysol,s
MDMA's:MD,MA's
MIPS's:MI,PS's
MIPSes:MIPS,es
MIRVed:MIRV,ed
MUDder:MUD,der
Maasai:Maas,ai
Mabton:Mab,ton
Mabuse:M,abuse
MacKay:Mac,Kay
Maceio:Mace,io
Macing:M,acing
Macons:Mac,ons
Madame:Madam,e
Mafias:Mafia,s
Maggie:M,aggie
Magian:Magi,an
Mahdis:Mahdi,s
Maiden:Mai,den
Maidus:Maidu,s
Maiman:Mai,man
Mainer:Main,er
Majlis:Maj,lis
Makahs:Makah,s
Makuas:Makua,s
Malang:M,alang
Malaya:Malay,a
Malays:M,alays
Male's:M,ale's
Malian:Mali,an
Malibu:Mali,bu
Malone:M,alone
Mamers:Mam,ers
Mamore:Mam,ore
Manado:Man,ado
Manama:Man,ama
Manawa:Man,awa
Manche:Man,che
Mancos:Man,cos
Mandan:Man,dan
Mandes:Mande,s
Mangum:Man,gum
Manila:Mani,la
Manisa:Manis,a
Manito:Mani,to
Manley:Man,ley
Manson:Man,son
Mantee:Man,tee
Manter:Man,ter
Manton:Man,ton
Manvel:Man,vel
Maoism:Mao,ism
Maoris:Maori,s
Marana:Mar,ana
Maravi:Mara,vi
Marcan:Mar,can
Marcel:Mar,cel
Marche:Mar,che
Marcia:Marci,a
Marcie:Marci,e
Marcos:Mar,cos
Marcus:M,arcus
Mare's:M,are's
Margie:Mar,gie
Margot:M,argot
Marian:Mari,an
Mariba:Mari,ba
Marina:Mari,na
Marine:Mari,ne
Marion:Mar,ion
Marisa:Maris,a
Marist:Mari,st
Marius:Mari,us
Mark's:M,ark's
Markab:Mar,kab
Markan:Mark,an
Marley:Mar,ley
Marlin:Mar,lin
Marlow:Mar,low
Maroon:Mar,oon
Marses:Mars,es
Marsha:Mar,sha
Martel:M,artel
Martin:Mar,tin
Marvin:Mar,vin
Maryus:Mar,yus
Masais:Masai,s
Mascot:M,ascot
Masons:Mason,s
Mass's:M,ass's
Massai:M,assai
Masses:M,asses
Master:M,aster
Mattel:Matt,el
Mauk's:M,auk's
Maurya:Maury,a
Maximo:Maxim,o
Maxton:Max,ton
Mayans:May,ans
Maybee:May,bee
Mayday:May,day
Mayhew:May,hew
Maysel:May,sel
Maytag:May,tag
Mbundu:M,bundu
McCoys:McCoy,s
McJobs:McJob,s
Meador:Mead,or
Meally:Me,ally
Mebane:Me,bane
Meccan:Mecca,n
Meccas:Mecca,s
Medfly:Med,fly
Median:Media,n
Medism:Med,ism
Medocs:Me,docs
Medora:Me,dora
Medway:Med,way
Megger:M,egger
Meghan:Meg,han
Megrez:Meg,rez
Melder:M,elder
Melian:Melia,n
Melton:Mel,ton
Melvin:Mel,vin
Member:M,ember
Menado:Men,ado
Menard:Me,nard
Mendel:Men,del
Mendes:Mende,s
Mendez:Mende,z
Mendon:Men,don
Menfro:Men,fro
Meno's:Me,no's
Menton:Men,ton
Mentor:Men,tor
Merckx:Merck,x
Mesabi:Mesa,bi
Mesena:Me,sena
Mesick:Me,sick
Metros:Metro,s
Meyers:M,eyers
Miamis:Mia,mis
Michel:Mich,el
Michie:Mic,hie
Mickey:Mic,key
Micmac:Mic,mac
Midian:Midi,an
Midway:Mid,way
Milano:Milan,o
Millen:Mill,en
Miller:M,iller
Millet:Mill,et
Millis:Mill,is
Milner:Milne,r
Mindel:Min,del
Minden:Min,den
Mingus:Min,gus
Minoan:Minoa,n
Minsky:Min,sky
Minter:M,inter
Minton:Min,ton
Mirach:Mira,ch
Mirzam:Mirza,m
Mirzas:Mir,zas
Missal:Miss,al
Misses:Miss,es
Miwoks:Miwok,s
Mobile:Mo,bile
Moca's:M,oca's
Moches:Moche,s
Modale:Mo,dale
Modern:Mo,dern
Modocs:Mo,docs
Modred:Mod,red
Moguls:Mo,guls
Mohall:Mo,hall
Mohave:Mo,have
Mohawk:Mo,hawk
Moho's:Mo,ho's
Mohock:Mo,hock
Moirai:Moira,i
Mokane:Mo,kane
Mold's:M,old's
Molech:Mo,lech
Molino:Mo,lino
Monaca:Mona,ca
Monaco:Mona,co
Monday:Mon,day
Monels:Mon,els
Monera:Mon,era
Moneta:Mon,eta
Monett:Monet,t
Mongol:Mongo,l
Monnet:Mon,net
Monona:Mo,nona
Monroe:Mon,roe
Monsey:Mon,sey
Monson:Mon,son
Moodys:Moody,s
Moon's:Mo,on's
Moor's:Mo,or's
Moraga:Mo,raga
Morann:Moran,n
Morean:Mo,rean
Moreau:Morea,u
Moreno:More,no
Morgan:M,organ
Moroni:Moron,i
Morris:M,orris
Morton:Mort,on
Mosaic:Mo,saic
Moscow:Mo,scow
Mosier:M,osier
Mosley:Mo,sley
Mossad:Moss,ad
Mother:M,other
Motown:Mo,town
Motrin:Mo,trin
Moyers:M,oyers
Mullan:Mull,an
Mullen:Mull,en
Muller:Mull,er
Mullin:Mull,in
Munday:Munda,y
Munros:Munro,s
Murine:M,urine
Muscat:Musca,t
Muse's:M,use's
Muzaks:Muzak,s
Mylars:Mylar,s
Mysian:Mysia,n
NIMBYs:NIMBY,s
NSAIDs:NSAID,s
NaDene:Na,Dene
Naboth:Na,both
Naches:N,aches
Nadine:Na,dine
Nagano:Naga,no
Nahant:Na,hant
Nair's:N,air's
Najdis:Najdi,s
Nakina:Na,kina
Namath:Na,math
Namhoi:Nam,hoi
Namtar:Nam,tar
Nankin:Nan,kin
Nanook:Na,nook
Nansen:Nan,sen
Nantes:N,antes
Napier:Na,pier
Nappas:Nappa,s
Naraka:Nara,ka
Nate's:Na,te's
Nathan:Na,than
Natick:Na,tick
Nation:Nat,ion
Natoma:Nato,ma
Navies:Na,vies
Nazify:Nazi,fy
Nazism:Nazis,m
NeWSes:NeWS,es
Neagle:N,eagle
Neches:N,eches
Nedrow:Ne,drow
Neeses:Ne,eses
Negley:Ne,gley
Negros:Negro,s
Nejdis:Nejd,is
Nell's:N,ell's
Nellis:Nell,is
Nelsen:Nelse,n
Nemean:Ne,mean
Nenets:Ne,nets
Neopit:Neo,pit
Nepali:Nepal,i
Nerval:Nerva,l
Nessus:Ness,us
Nestor:Ne,stor
Nettie:Net,tie
Nevada:Ne,vada
Nevers:Ne,vers
Nevski:Nev,ski
Nevsky:Nev,sky
Newark:Ne,wark
Newell:Ne,well
Newfie:New,fie
Newham:Ne,wham
Newman:New,man
Newton:New,ton
Ngonis:Ngoni,s
Ngunis:Nguni,s
NiCads:NiCad,s
Nice's:N,ice's
Nicene:Nice,ne
Nicola:Ni,cola
Nicole:Ni,cole
Nieves:Ni,eves
Nights:Night,s
Niland:Ni,land
Nilote:Ni,lote
Nilots:Ni,lots
Nimbys:Nimby,s
Ninjas:Ninja,s
Nipa's:Ni,pa's
Nipomo:Ni,pomo
Nippon:N,ippon
Nippur:Nip,pur
Nisans:Ni,sans
Niseis:Ni,seis
Niuean:Niue,an
Nixies:Nixie,s
Nizams:Nizam,s
Noel's:No,el's
Nola's:No,la's
Noma's:No,ma's
Norden:Nor,den
Noreen:No,reen
Norene:Nor,ene
Norgay:Nor,gay
Norman:Nor,man
Norris:N,orris
Norths:North,s
Norton:Nor,ton
Norway:Nor,way
Noti's:No,ti's
Novara:No,vara
Novato:Nova,to
Novial:No,vial
Nowell:No,well
Nsaids:N,saids
Nubian:Nubia,n
OKed's:OK,ed's
Oark's:O,ark's
Oatman:O,atman
Oban's:O,ban's
Obeahs:Obeah,s
Oceana:Ocean,a
Oceano:Ocean,o
Ockers:Ocker,s
Oconto:O,conto
Octans:Oc,tans
Odem's:Od,em's
Oden's:O,den's
Odense:O,dense
Odin's:O,din's
Odis's:O,dis's
Odom's:Od,om's
Odon's:O,don's
Oenone:Oe,none
Ohioan:Ohio,an
Okaton:Oka,ton
Okeana:Okean,a
Oktaha:Okta,ha
Olamon:Ola,mon
Olathe:O,lathe
Olaton:Ola,ton
Olav's:O,lav's
Oldham:Old,ham
Olea's:O,lea's
Olenus:Olen,us
Oley's:O,ley's
Oliver:O,liver
Olives:O,lives
Olivet:Olive,t
Olmecs:Olmec,s
Omahas:Om,ahas
Oman's:O,man's
Omanis:Om,anis
Onamia:On,amia
Onaway:On,away
Oneals:O,neals
Onions:On,ions
Onslow:On,slow
Onsted:On,sted
Opal's:O,pal's
Opie's:O,pie's
Opolis:O,polis
Orange:O,range
Ordway:Ord,way
Oreana:Ore,ana
Orebro:Ore,bro
Oregon:Oreg,on
Orem's:O,rem's
Orinda:Orin,da
Orlons:Orlon,s
Ormuzd:Ormuz,d
Oromos:Oromo,s
Orondo:O,rondo
Orrick:Orr,ick
Osages:O,sages
Osborn:Os,born
Osburn:Os,burn
Oscans:O,scans
Oscars:O,scars
Oscoda:Os,coda
Osee's:O,see's
Osgood:Os,good
Osiris:O,siris
Ossete:Osset,e
Ossets:Os,sets
Ossi's:Os,si's
Ossian:Ossi,an
Ossies:Ossi,es
Osteen:O,steen
Ostend:O,stend
Ostiak:Ostia,k
Oswald:Os,wald
Otisco:Otis,co
Otoe's:O,toe's
Ouijas:Ouija,s
Owings:O,wings
Ozarks:Oz,arks
Ozzies:Ozzie,s
PABA's:PA,BA's
Pace's:P,ace's
Padang:Pa,dang
Paduan:Pa,duan
Paglia:Pa,glia
Pahang:Pa,hang
Pala's:P,ala's
Pallas:Pal,las
Palmae:Pal,mae
Paloma:Pa,loma
Pamela:Pa,mela
Pamirs:Pa,mirs
Pana's:P,ana's
Panaca:Pana,ca
Panama:Pan,ama
Pandit:Pan,dit
Panora:Pan,ora
Pansey:Pan,sey
Papacy:Pa,pacy
Paphos:Pa,phos
Papuan:Papua,n
Parcae:Parca,e
Parker:Park,er
Parkin:Park,in
Parlin:Parl,in
Pascha:Pasch,a
Paschs:Pasch,s
Pate's:Pa,te's
Paters:Pat,ers
Pathan:Pa,than
Patmos:Pat,mos
Patoka:Pat,oka
Patras:Pat,ras
Patten:Pat,ten
Pattie:Pat,tie
Patton:Pat,ton
Pavo's:P,avo's
Paxils:P,axils
Paxton:Pax,ton
Peel's:P,eel's
Pegram:Peg,ram
Peipus:Pei,pus
Peking:P,eking
Pekins:Pekin,s
Peleus:Pele,us
Pelops:P,elops
Pender:P,ender
Penrod:Pen,rod
Pentax:Pen,tax
Pentel:Pen,tel
Peraea:Pera,ea
Perlis:Perl,is
Peters:Pet,ers
Petrie:Petri,e
Pettit:Pet,tit
Phelps:P,helps
Philae:Phil,ae
Philby:Phil,by
Philem:Phil,em
Philly:P,hilly
Phobos:P,hobos
Pictor:Pict,or
Pietas:Pieta,s
Pilsen:Pils,en
Pincus:P,incus
Pinots:Pinot,s
Pinter:P,inter
Pisano:Pisa,no
Pisans:Pisa,ns
Piutes:Piute,s
Plains:Pl,ains
Platte:P,latte
Player:P,layer
Pleven:Pl,even
Poca's:P,oca's
Pocola:Po,cola
Podunk:Po,dunk
Podura:Po,dura
Pogo's:Po,go's
Polabs:Po,labs
Polack:Po,lack
Poland:Po,land
Polish:Pol,ish
Pollux:Pol,lux
Polska:Pol,ska
Polson:Pol,son
Pomona:Po,mona
Ponape:Po,nape
Poncas:Ponca,s
Pontic:P,ontic
Ponzis:Ponzi,s
Pooh's:Po,oh's
Pooler:Poole,r
Popean:Po,pean
Popeye:Pope,ye
Popian:Po,pian
Popper:Popp,er
Porter:Port,er
Portes:Port,es
Poskin:Po,skin
Post's:Po,st's
Poston:Post,on
Potter:P,otter
Potwin:Po,twin
Poulan:Po,ulan
Powell:Po,well
Poyang:Po,yang
Prague:Pr,ague
Pratts:Pratt,s
Presho:Pres,ho
Prezes:Prez,es
Primes:P,rimes
Primus:P,rimus
Progne:Prog,ne
Proper:P,roper
Protem:Prot,em
Proust:P,roust
Provos:Prov,os
Prue's:P,rue's
Psalms:Ps,alms
Pugh's:P,ugh's
Puglia:Pu,glia
Punica:Punic,a
Purana:Pu,rana
Purdys:Purdy,s
Purims:Pu,rims
Purina:Puri,na
Qantas:Q,antas
Qatari:Qatar,i
Qianas:Qiana,s
Queens:Que,ens
Quemoy:Que,moy
Qumran:Qum,ran
Qurans:Quran,s
RISC's:RI,SC's
RNAses:RNAse,s
RTFMed:RTFM,ed
Rabias:Ra,bias
Racine:Ra,cine
Ragley:R,agley
Rago's:Ra,go's
Rajabs:Ra,jabs
Rajput:Raj,put
Rama's:Ra,ma's
Ramada:Rama,da
Ramage:Ra,mage
Rameau:Ram,eau
Ramism:Ram,ism
Ramist:Ra,mist
Ramona:Ra,mona
Ramsay:Ram,say
Ramsey:Ram,sey
Randal:Rand,al
Ranger:R,anger
Rankin:Rank,in
Rastas:Rasta,s
Ravena:Ra,vena
Rawl's:R,awl's
Raysal:Ray,sal
Reader:Rea,der
Reagan:Rea,gan
Rebels:Re,bels
Rebuck:Re,buck
Recent:Re,cent
Redart:Re,dart
Redash:Re,dash
Redowl:Re,dowl
Reed's:Re,ed's
Reeder:Reed,er
Reeves:Re,eves
Reform:Re,form
Reggie:Reg,gie
Regina:Regin,a
Reichs:Re,ichs
Reilly:Re,illy
Renick:Re,nick
Reno's:Re,no's
Renoir:Re,noir
Renovo:Reno,vo
Repton:Rep,ton
Requip:R,equip
Revere:Rev,ere
Rexine:R,exine
Rheems:Rhee,ms
Rhetic:Rh,etic
Rhodes:Rh,odes
Rhonda:R,honda
Rhones:R,hones
Riccia:Ricci,a
Riccio:Ricci,o
Rifton:Rif,ton
Rights:Right,s
Ringle:R,ingle
Riojas:Rioja,s
Rion's:R,ion's
Rippon:R,ippon
Ritzes:Ritz,es
Robbin:Rob,bin
Robert:Rob,ert
Robins:Rob,ins
Robles:Rob,les
Robson:Rob,son
Rockne:Rock,ne
Rodger:Rod,ger
Rodman:Rod,man
Roff's:R,off's
Rogers:Roger,s
Rolfed:Rolf,ed
Rolfer:Rolf,er
Romani:Roman,i
Romano:Roma,no
Romans:Rom,ans
Romany:Rom,any
Romeos:Rome,os
Romish:Rom,ish
Rommel:Rom,mel
Ronald:Ronal,d
Rosser:Ross,er
Rotary:R,otary
Rothko:Roth,ko
Rowena:Rowe,na
Royals:Roy,als
Rubens:Ru,bens
Ruby's:Ru,by's
Ruhr's:Ru,hr's
Rundis:Rundi,s
Rupert:Ru,pert
Rush's:Ru,sh's
Rusins:Ru,sins
Ruskin:Ru,skin
Russel:Rus,sel
Russes:Russ,es
Russki:Rus,ski
Russky:Rus,sky
Ruston:Rus,ton
Rusyns:Rusyn,s
Ryazan:Ry,azan
Ryland:Ry,land
SLAPPs:SLAPP,s
Saamis:Saam,is
Saba's:S,aba's
Sabael:Saba,el
Sabbat:Sab,bat
Sabean:Sab,ean
Sabina:Sabin,a
Sabine:Sabin,e
Sabras:Sab,ras
Safars:S,afars
Saints:Saint,s
Saites:Saite,s
Saivas:Saiva,s
Salado:Sal,ado
Saldee:Sal,dee
Salish:Sal,ish
Salkum:Salk,um
Salley:S,alley
Sallie:Sal,lie
Sallis:S,allis
Salons:Sal,ons
Salton:Sal,ton
Salyer:Sal,yer
Samara:Samar,a
Sambal:Sam,bal
Samian:Sami,an
Samoan:Samoa,n
Samson:Sam,son
Samsun:Sam,sun
Sana's:S,ana's
Sancho:S,ancho
Sanger:S,anger
Sansei:San,sei
Santal:Santa,l
Santee:San,tee
Santer:San,ter
Sargon:S,argon
Sarles:S,arles
Sarton:Sarto,n
Satsop:Sat,sop
Saturn:Sat,urn
Satyrs:Sat,yrs
Saudis:Saudi,s
Sauk's:S,auk's
Savage:Sava,ge
Savaii:Sava,ii
Saxons:S,axons
Saxony:Saxon,y
Saxton:Sax,ton
Scheat:S,cheat
Schick:S,chick
Scilly:Sc,illy
Sciota:Sc,iota
Scobey:Sc,obey
Scopes:S,copes
Scot's:S,cot's
Scotch:Scot,ch
Scotic:Sc,otic
Scotts:S,cotts
Scotus:Scot,us
Script:Sc,ript
Scuddy:S,cuddy
Seamus:Se,amus
Seanad:Sean,ad
Seanor:Sean,or
Searle:Se,arle
Sebree:Se,bree
Seders:Seder,s
Sedona:Se,dona
Seeger:Se,eger
Semang:Se,mang
Semite:Se,mite
Semmes:Sem,mes
Semora:Se,mora
Senate:S,enate
Sendak:Sen,dak
Senhor:Sen,hor
Senlac:Sen,lac
Sequim:Se,quim
Serbia:S,erbia
Severy:S,every
Sevins:Se,vins
Seward:Se,ward
Sewell:Se,well
Sexton:Sext,on
Se�ora:Se�or,a
Se�ors:Se�or,s
Sfax's:S,fax's
Shanks:S,hanks
Shanna:Shan,na
Sharia:Shari,a
Sharif:Shari,f
Sharpe:Sharp,e
Sharps:S,harps
Shasta:S,hasta
Shauna:Shaun,a
Shaw's:S,haw's
Shawna:Shaw,na
Shebat:Sheba,t
Shelly:Shell,y
Shemas:Shema,s
Sheria:Sheri,a
Sherry:S,herry
Shinar:Shin,ar
Shiner:Shin,er
Shinto:Shin,to
Shires:S,hires
Shoals:Shoa,ls
Shonas:Shona,s
Sibyls:Sibyl,s
Sicily:S,icily
Sidell:Si,dell
Sidman:Sid,man
Sidnaw:Sid,naw
Sigrid:Si,grid
Sigurd:Sig,urd
Sikang:Si,kang
Siloam:Si,loam
Simone:Simon,e
Sinaic:Sinai,c
Sinbad:Sin,bad
Sindhi:Sind,hi
Sindis:Sin,dis
Singer:Sin,ger
Sinope:Si,nope
Sinton:Sin,ton
Sirach:Si,rach
Sirees:Si,rees
Sirens:Sir,ens
Sirree:Sir,ree
Sisley:Si,sley
Sitkan:Sitka,n
Sivans:Si,vans
Siwash:Si,wash
Skopje:S,kopje
Slater:S,later
Slav's:S,lav's
Slinky:S,linky
Sloane:Sloan,e
Slocum:S,locum
Smiths:Smith,s
Smoaks:Sm,oaks
Snakes:Sn,akes
Sneads:Snead,s
Snover:Sn,over
Soaves:S,oaves
Sodoms:So,doms
Sokoto:So,koto
Solent:S,olent
Solons:Sol,ons
Solway:Sol,way
Soma's:So,ma's
Somali:So,mali
Sonora:Son,ora
Sontag:Son,tag
Sonyea:Son,yea
Sooner:So,oner
Sothos:Sotho,s
Souter:S,outer
Souths:South,s
Sparks:S,parks
Sparta:Spar,ta
Speaks:S,peaks
Spears:S,pears
Spence:S,pence
Sperry:S,perry
Spicer:Sp,icer
Spiers:S,piers
Spodes:Sp,odes
Sporks:S,porks
Sprigg:Sp,rigg
Sprint:S,print
Sprite:Sp,rite
Stacie:Staci,e
Stalag:Sta,lag
Stalin:Sta,lin
Stamps:S,tamps
Stan's:S,tan's
Starke:Stark,e
Starks:St,arks
Staten:Sta,ten
States:S,tates
Steens:S,teens
Stefan:Ste,fan
Steger:St,eger
Sterne:S,terne
Sterno:Stern,o
Steven:St,even
Stevie:Ste,vie
Stoics:Stoic,s
Stokes:S,tokes
Storrs:S,torrs
Stover:St,over
Stoy's:S,toy's
Strads:St,rads
Strang:St,rang
Strawn:St,rawn
Strine:S,trine
Strong:St,rong
Strunk:S,trunk
Stuart:S,tuart
Stukas:Stu,kas
Sudras:Sudra,s
Sufism:Sufis,m
Suidae:Sui,dae
Sundas:Sun,das
Sunday:Sun,day
Sunman:S,unman
Sunnas:Sun,nas
Sunnis:Sun,nis
Sunray:Sun,ray
Suomic:Suomi,c
Susana:Susa,na
Susank:Susan,k
Sutter:S,utter
Suzann:Suzan,n
Swatis:Swat,is
Swatow:Swat,ow
Swazis:Swazi,s
Sweden:Swed,en
Swedes:Swed,es
Sweeny:S,weeny
Syrahs:Syr,ahs
Syriac:Syria,c
Syrian:Syria,n
Taberg:Ta,berg
Tacoma:Ta,coma
Taft's:Ta,ft's
Tafton:Taft,on
Tagore:Ta,gore
Taiban:Tai,ban
Taif's:Ta,if's
Tainos:Tai,nos
Taisho:Tais,ho
Taiwan:Tai,wan
Tajiks:Tajik,s
Talley:T,alley
Tallis:T,allis
Talmud:T,almud
Tama's:Ta,ma's
Tamara:Ta,mara
Tami's:Ta,mi's
Tamika:Tami,ka
Tamils:Ta,mils
Tammie:Tammi,e
Tampan:Tampa,n
Tampax:Tampa,x
Tanach:Ta,nach
Tanana:T,anana
Tanguy:Tan,guy
Tankas:Tan,kas
Tannoy:T,annoy
Tantra:T,antra
Taoism:Tao,ism
Tapoco:Ta,poco
Tarots:Ta,rots
Tasers:Ta,sers
Tasley:Ta,sley
Tatars:T,atars
Tatary:Tatar,y
Tati's:Ta,ti's
Tatums:Ta,tums
Taurus:Ta,urus
Taxols:Taxol,s
Tchula:Tc,hula
Teague:Te,ague
Tebeth:Te,beth
Tebets:Te,bets
Tecate:Te,cate
Tell's:T,ell's
Teller:Tell,er
Tellus:Tell,us
Temnes:Temne,s
Terces:Terce,s
Terral:Terr,al
Terran:Terr,an
Terrie:Terri,e
Terril:Terri,l
Tessin:Tes,sin
Tetons:Te,tons
Tetzel:Tet,zel
Teuton:Teut,on
Tevets:T,evets
Texans:Tex,ans
Thad's:Th,ad's
Thai's:Th,ai's
Thales:T,hales
Thames:T,hames
Thebes:T,hebes
Theron:T,heron
Thor's:Th,or's
Thorpe:Thor,pe
Thrace:Th,race
Thuban:Thu,ban
Thurso:Thur,so
Tiffin:Tiff,in
Tigres:Tigre,s
Tigris:Ti,gris
Tiline:Ti,line
Tiller:T,iller
Timken:Tim,ken
Tishri:Ti,shri
Titans:Ti,tans
Tityus:Tit,yus
Tobago:Tob,ago
Tobias:T,obias
Tobruk:T,obruk
Tokays:T,okays
Toluca:Tolu,ca
Tomlin:Tom,lin
Tommed:Tom,med
Tongan:Tonga,n
Tonica:Toni,ca
Tonies:Toni,es
